room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
9070008,43532519,Entire home/apt,,2,3,5,,4,499,3,21.557985,-157.858279,05:37.5
8012810,806147,Entire home/apt,,4,0,,4,0,200,2,21.28499,-157.837718,05:24.2
7131499,29299960,Entire home/apt,,4,0,,2,0,165,1,21.285565,-157.830517,05:22.0
10057872,34884725,Shared room,,4,1,5,1,1,68,1,21.290922,-157.693209,05:17.3
2496300,12370863,Entire home/apt,,4,55,4.5,2,0,99,2,21.275409,-157.823681,05:13.7
9190278,35495094,Private room,,1,2,5,1,1,72,1,21.310029,-158.022529,05:09.9
10225446,41213498,Entire home/apt,,5,10,5,2,0,89,2,21.313129,-157.808379,05:05.9
1629131,8658747,Private room,,2,23,5,2,1,150,3,21.667158,-158.045818,04:55.3
2537355,12992020,Entire home/apt,,4,14,4.5,4,0,175,3,21.278339,-157.82445,04:49.1
9478604,34010242,Entire home/apt,,5,0,,,3,295,3,21.288943,-157.798216,04:46.7
3934249,20384814,Private room,,4,35,5,2,1,99,3,21.272512,-157.821756,04:42.8
1163638,6372673,Entire home/apt,,2,5,3.5,4,2,215,3,21.456412,-157.83224,04:37.7
4403526,15274083,Entire home/apt,,4,0,,2,0,135,7,21.283543,-157.831233,04:32.1
5078489,2059676,Entire home/apt,,3,21,5,2,1,295,4,21.415425,-157.745856,04:20.2
6665566,33380091,Entire home/apt,,4,0,,2,1,210,1,21.275688,-157.820857,04:13.4
9958241,34884725,Shared room,,4,3,5,2,1,68,1,21.270776,-157.810418,04:00.9
6540566,22814906,Private room,,4,0,,2,1,250,3,21.281345,-157.735856,03:51.8
1098226,4350586,Entire home/apt,,4,86,4,3,1,110,1,21.275441,-157.813422,50:58.3
669834,2456676,Entire home/apt,,5,30,4,2,0,109,4,21.287865,-157.831446,50:55.3
8509216,3314241,Private room,,5,2,5,2,1,65,2,21.286585,-157.801589,50:42.5
9526671,19991070,Entire home/apt,,4,13,5,4,1,124,2,21.280371,-157.826064,50:34.5
7973172,42075860,Private room,,4,15,4.5,3,1,89,2,21.292781,-157.790316,50:28.6
7251335,4394268,Entire home/apt,,2,21,5,,2,195,1,21.648096,-157.917479,50:25.1
10553323,54430841,Entire home/apt,,4,4,4.5,4,0,92,1,21.280235,-157.827316,50:21.5
6436751,4924583,Entire home/apt,,5,21,4.5,2,1,130,2,21.283011,-157.826002,50:14.4
6116855,25647587,Entire home/apt,,4,40,4.5,2,0,120,1,21.272569,-157.82202,50:06.4
8160722,43073326,Private room,,4,2,5,2,1,119,1,21.287418,-157.837637,50:03.9
952205,2709332,Entire home/apt,,4,27,4,4,2,168,3,21.274531,-157.812623,50:00.2
8034354,706371,Entire home/apt,,4,0,,4,1,199,3,21.289227,-157.840111,49:49.6
4277251,22204814,Entire home/apt,,1,11,5,3,1,135,7,21.458643,-158.201978,49:45.2
4068204,7181802,Entire home/apt,,2,44,5,3,2,130,3,21.577483,-157.892732,49:42.9
1006988,3416690,Private room,,1,4,4,2,1,80,1,21.44061,-158.15508,49:26.6
5957976,8900546,Entire home/apt,,4,29,4.5,3,0,120,2,21.28623,-157.833264,49:22.2
6953063,36382633,Entire home/apt,,4,15,4,4,0,119,2,21.277412,-157.823077,49:16.6
5387397,27762880,Entire home/apt,,2,1,4,,4,400,1,21.582685,-158.125495,49:12.6
7970930,42060615,Entire home/apt,,1,0,,2,0,189,7,21.33087,-158.120067,49:06.8
3441926,6152329,Entire home/apt,,4,2,5,2,2,375,5,21.284716,-157.837957,49:03.6
9152937,1191923,Entire home/apt,,2,0,,,4,525,4,21.662994,-157.933053,48:59.7
3586725,2759082,Entire home/apt,,4,71,4.5,2,0,188,3,21.287451,-157.8382,48:55.6
2263918,4519627,Entire home/apt,,2,0,,2,1,230,4,21.646563,-158.039008,48:50.4
6824061,35744520,Entire home/apt,,2,31,4.5,2,1,60,3,21.555648,-158.11735,48:47.3
9846703,47589163,Private room,,1,5,4.5,1,1,55,1,21.356471,-158.093542,48:43.9
5221625,12518090,Entire home/apt,,2,8,4.5,,4,225,1,21.64674,-157.919878,48:40.1
620602,90563,Entire home/apt,,2,1,4,,4,1200,7,21.657595,-158.058388,48:33.1
8416947,21088887,Entire home/apt,,4,9,4,2,0,89,1,21.276674,-157.82261,48:26.0
9611019,49363174,Entire home/apt,,4,3,4.5,,3,375,1,21.301258,-157.701585,48:19.1
8240317,17619881,Entire home/apt,,2,2,3.5,4,1,105,2,21.652376,-157.928958,48:14.0
3458562,10496350,Entire home/apt,,4,0,,,3,1200,14,21.29542,-157.682926,48:04.2
6665553,33380091,Entire home/apt,,4,0,,6,1,150,,21.275751,-157.821694,48:01.9
8271736,34024330,Entire home/apt,,4,1,4,4,1,182,3,21.283911,-157.837571,47:54.7
9735286,50014565,Private room,,1,8,5,2,1,79,1,21.473626,-158.216428,47:50.7
8764703,14596681,Entire home/apt,,4,2,5,5,3,295,3,21.269605,-157.8104,47:46.6
5524662,28650556,Private room,,3,51,5,2,1,80,2,21.385454,-157.726832,47:43.5
4980012,2349948,Entire home/apt,,4,38,4.5,2,0,95,2,21.274721,-157.823747,47:35.4
8781258,46027356,Entire home/apt,,5,3,5,,3,350,4,21.307251,-157.819256,47:20.2
10454392,53179620,Private room,,4,8,5,2,1,70,1,21.286561,-157.833614,47:17.5
1857322,9692531,Entire home/apt,,4,30,4.5,2,1,170,3,21.276337,-157.822616,47:09.9
6705819,34946956,Entire home/apt,,4,4,4.5,2,1,130,2,21.277926,-157.824562,46:57.1
4539385,2078232,Private room,,2,3,4,3,1,98,9,21.678962,-158.031759,46:49.9
3220017,2349948,Entire home/apt,,4,29,4,2,0,99,2,21.277087,-157.823403,46:40.3
11189242,29757618,Entire home/apt,,4,2,4.5,4,1,135,5,21.279367,-157.825047,46:35.0
7027182,36839537,Entire home/apt,,4,13,4.5,4,1,135,4,21.277914,-157.822717,46:30.8
9451168,48973927,Entire home/apt,,5,7,4.5,3,1,100,1,21.309359,-157.81471,46:23.0
4779337,12518090,Entire home/apt,,2,30,4.5,,2,135,1,21.647345,-157.919186,46:18.8
8675207,26591491,Entire home/apt,,4,0,,2,0,145,3,21.280621,-157.825205,46:16.7
7160805,7338403,Entire home/apt,,2,11,4.5,4,1,129,1,21.554521,-157.851673,46:10.2
6665580,33380091,Entire home/apt,,4,0,,5,1,190,1,21.275117,-157.820828,46:07.3
6809674,17879548,Private room,,4,3,5,2,1,60,1,21.283327,-157.693161,46:04.3
7663946,8279,Entire home/apt,,2,14,5,2,0,85,1,21.565167,-158.108725,45:53.0
1019189,5610952,Entire home/apt,,3,15,5,2,1,125,4,21.428411,-157.740845,45:49.0
6014654,17309258,Entire home/apt,,4,17,4,2,0,95,1,21.286023,-157.832533,45:33.8
288161,1205120,Private room,,4,36,5,2,1,95,1,21.289262,-157.710171,45:30.5
7787243,40892664,Entire home/apt,,4,3,4.5,4,2,450,1,21.284805,-157.839292,45:28.3
7901306,3834620,Private room,,2,28,5,5,1,85,1,21.593278,-158.098363,45:22.2
6625757,34144484,Entire home/apt,,4,4,4.5,2,0,125,4,21.276681,-157.824358,45:07.9
966304,5270727,Entire home/apt,,4,23,5,2,1,185,28,21.287438,-157.835228,45:05.2
4076897,12370863,Entire home/apt,,4,27,4,4,0,129,3,21.284358,-157.835434,44:50.3
11166742,58092262,Entire home/apt,,4,1,5,5,2,200,5,21.286185,-157.83554,44:42.4
606643,3005385,Entire home/apt,,2,3,4.5,2,1,125,3,21.593757,-158.102927,44:39.8
6170987,32017606,Entire home/apt,,1,0,,,2,400,7,21.336202,-158.122464,44:36.0
221721,1101853,Entire home/apt,,2,8,5,,4,1690,2,21.628253,-157.922551,44:26.4
5031193,25568974,Entire home/apt,,5,28,4.5,3,0,135,1,21.305458,-157.84858,44:15.6
9737230,49108425,Entire home/apt,,2,13,5,2,1,129,2,21.582093,-158.138706,44:13.1
5511136,4719183,Shared room,,4,9,4.5,1,1,28,1,21.283926,-157.828719,44:07.8
1768152,1671879,Entire home/apt,,4,43,4.5,4,0,115,3,21.280559,-157.826356,44:01.8
631771,1298922,Entire home/apt,,3,14,4.5,,4,400,7,21.399308,-157.745381,43:39.2
1804354,3644514,Private room,,6,5,5,3,1,68,14,21.326753,-157.846519,43:35.9
5830051,8885340,Private room,,4,27,4.5,3,1,80,2,21.270352,-157.795806,43:28.3
7988787,2854578,Entire home/apt,,4,3,5,2,0,145,1,21.279067,-157.828049,43:23.7
2824380,10496350,Entire home/apt,,3,0,,,4,1545,14,21.417104,-157.746126,43:12.1
5681751,5454711,Private room,,3,8,5,2,1,80,1,21.358705,-157.765668,43:09.9
9077172,1191923,Entire home/apt,,2,2,5,,3,395,4,21.578834,-158.159481,43:01.5
2432430,12433522,Entire home/apt,,4,26,5,3,0,159,3,21.284724,-157.83131,42:56.6
4855269,24975305,Entire home/apt,,4,29,5,2,0,240,3,21.282728,-157.757722,42:46.8
6132037,9692531,Entire home/apt,,4,13,4.5,4,1,175,3,21.280037,-157.709275,42:43.7
4006905,20316135,Entire home/apt,,4,21,5,,1,194,1,21.274337,-157.822042,42:24.7
3831359,461037,Entire home/apt,,3,1,5,,9,1765,5,21.419539,-157.791513,42:19.3
6541796,34212558,Entire home/apt,,2,14,4,4,1,149,3,21.590744,-157.890569,42:15.4
10394638,8058149,Entire home/apt,,4,3,4.5,3,1,95,2,21.283109,-157.829001,42:12.8
1038689,5256548,Entire home/apt,,4,50,5,4,1,149,3,21.280534,-157.826744,42:04.8
7696075,26521212,Entire home/apt,,4,0,,4,1,179,7,21.278306,-157.831612,42:00.4
7959998,740644,Entire home/apt,,4,27,5,2,0,130,1,21.286157,-157.833639,41:56.7
1369898,7429201,Entire home/apt,,2,17,5,,3,396,3,21.666894,-158.049691,41:50.6
6941077,34149865,Private room,,4,32,5,2,1,69,1,21.267916,-157.790279,41:36.2
9578737,25445257,Entire home/apt,,4,0,,4,1,157,1,21.274736,-157.821604,41:34.1
2866860,9337324,Entire home/apt,,4,36,4.5,3,0,95,2,21.285069,-157.831025,41:26.1
9140993,47435444,Entire home/apt,,2,0,,,2,270,3,21.69997,-158.00587,41:20.8
11076145,9992408,Private room,,6,1,5,3,1,70,2,21.306431,-157.846433,41:18.4
8849269,33518620,Entire home/apt,,4,0,,4,0,129,1,21.280711,-157.824742,41:16.3
10179196,52129182,Entire home/apt,,3,0,,,3,580,7,21.418795,-157.745798,41:13.0
1500164,8016823,Entire home/apt,,4,28,5,4,1,150,7,21.275614,-157.821797,41:07.5
4209885,12304286,Private room,,6,29,4.5,2,1,75,3,21.331515,-157.851558,41:00.9
4498912,22942005,Private room,,4,17,4.5,2,1,59,1,21.276969,-157.793173,40:46.3
10995328,56263438,Private room,,1,0,,2,1,250,1,21.316418,-158.02311,40:42.6
9885244,50150452,Entire home/apt,,3,2,5,2,0,125,4,21.335868,-157.699871,40:29.1
6927549,28577918,Entire home/apt,,4,23,5,2,0,120,3,21.301134,-157.701891,40:14.5
8486945,10306818,Private room,,2,15,5,2,1,75,3,21.576662,-158.105119,40:11.6
6187808,31181927,Private room,,5,6,4,2,1,50,1,21.302041,-157.785066,40:06.2
934944,3913149,Entire home/apt,,5,28,4.5,2,1,98,6,21.287831,-157.811708,39:59.2
4339895,13526139,Entire home/apt,,4,17,5,,4,495,3,21.285472,-157.708838,39:56.2
5640015,29228087,Private room,,7,23,4.5,2,1,80,1,21.318996,-157.889861,39:53.6
9094607,31824852,Entire home/apt,,4,11,5,,2,224,30,21.294041,-157.777202,39:40.5
6665511,33380091,Entire home/apt,,4,0,,2,1,190,1,21.273708,-157.820702,39:37.6
7595932,6122400,Entire home/apt,,4,3,4.5,4,1,99,14,21.281557,-157.825249,39:34.1
10680453,33694619,Private room,,5,1,3,2,1,65,3,21.291836,-157.835762,39:28.6
6592900,8907432,Entire home/apt,,4,5,4,,2,455,1,21.27494,-157.824995,39:26.3
5353465,22822247,Entire home/apt,,4,0,,2,1,180,1,21.283819,-157.829182,39:19.5
6480645,461037,Entire home/apt,,1,0,,,2,615,7,21.335018,-158.121111,39:07.1
9708475,50121521,Entire home/apt,,3,2,5,3,1,130,1,21.409588,-157.770477,38:55.8
10521855,1191923,Entire home/apt,,2,0,,,3,395,4,21.63533,-158.068778,38:49.2
563050,2602532,Private room,,3,59,5,2,1,119,3,21.367063,-157.733838,38:36.4
939666,5076896,Entire home/apt,,3,84,4.5,4,2,165,4,21.408738,-157.746651,38:26.2
6211767,32208943,Private room,,6,0,,1,1,50,10,21.316219,-157.834587,38:21.8
994861,971399,Entire home/apt,,5,26,5,5,2,169,1,21.285801,-157.819967,38:19.8
7596788,34221602,Entire home/apt,,3,12,5,2,1,99,2,21.399227,-157.742951,38:17.2
6006340,31181046,Private room,,2,33,5,2,1,80,3,21.656282,-158.054913,38:14.0
5718983,29164377,Entire home/apt,,4,0,,,3,1852,7,21.258003,-157.815699,38:11.7
484879,2178105,Entire home/apt,,2,81,4.5,3,1,140,1,21.680863,-158.031497,38:05.7
8444796,12935418,Entire home/apt,,4,17,4.5,2,1,119,1,21.281723,-157.825568,38:02.0
11057790,21188279,Private room,,6,2,5,2,1,90,2,21.322912,-157.842766,37:51.3
3425134,17264457,Entire home/apt,,3,2,5,,3,400,5,21.400628,-157.743682,37:48.7
8388203,43956001,Entire home/apt,,4,11,5,4,0,129,2,21.284634,-157.835662,37:45.8
1684552,4582631,Entire home/apt,,2,26,4.5,4,2,175,3,21.677694,-158.03342,37:35.9
3850056,1201408,Entire home/apt,,2,13,5,,3,285,5,21.555296,-157.854598,37:19.3
9328871,16154684,Entire home/apt,,4,8,5,4,1,129,11,21.283319,-157.8282,37:04.0
9478626,34010242,Entire home/apt,,5,4,5,2,0,109,2,21.288482,-157.832416,36:47.8
771663,1172448,Private room,,3,113,4.5,2,1,75,1,21.409654,-157.749696,36:44.8
3406684,15652222,Entire home/apt,,1,7,5,,3,400,6,21.336327,-158.121813,36:40.6
4614945,23907993,Entire home/apt,,3,1,4,,4,500,5,21.411318,-157.765817,36:34.2
11167753,58048038,Entire home/apt,,4,0,,2,2,120,3,21.286751,-157.788929,36:31.9
8690103,35744520,Entire home/apt,,2,24,4.5,3,0,60,3,21.551246,-158.115722,36:29.7
342120,1735929,Private room,,1,114,4.5,2,1,45,1,21.41048,-158.160123,36:22.8
4503299,23354551,Entire home/apt,,3,55,5,3,1,135,2,21.420155,-157.74759,36:15.3
6630454,33380091,Entire home/apt,,4,0,,6,1,190,1,21.274212,-157.821071,36:11.7
7179690,10303849,Entire home/apt,,5,19,4.5,3,1,89,3,21.304634,-157.822572,36:06.2
4681923,2384634,Entire home/apt,,4,15,5,4,1,135,1,21.280343,-157.827999,36:02.7
9742026,21661619,Entire home/apt,,5,0,,,3,600,5,21.293755,-157.807734,35:53.8
9485885,25846886,Entire home/apt,,2,1,5,,5,1059,,21.649101,-157.922918,35:48.8
255644,1343892,Private room,,2,7,4.5,3,1,188,3,21.679198,-158.032121,35:27.6
1664552,8799028,Entire home/apt,,4,78,4.5,4,1,135,1,21.281292,-157.827988,35:24.4
9430295,27960455,Entire home/apt,,5,1,,2,1,145,3,21.30044,-157.800611,35:20.9
2626933,13453986,Entire home/apt,,2,1,5,,3,275,1,21.653801,-158.056775,35:18.6
8360054,44064655,Shared room,,5,7,5,1,1,48,2,21.295647,-157.838352,35:12.6
9716139,49363174,Private room,,4,0,,2,1,109,1,21.301796,-157.701522,35:09.2
10577090,34024330,Entire home/apt,,4,1,5,2,0,103,2,21.278465,-157.823242,35:05.9
7198784,5746903,Private room,,4,12,4.5,1,1,57,3,21.268976,-157.788224,34:56.9
5840513,30325137,Entire home/apt,,1,1,4,3,1,97,30,21.478255,-158.222558,34:50.1
521895,1671879,Entire home/apt,,4,21,4,2,1,99,3,21.28187,-157.827737,34:42.2
9653461,49903884,Entire home/apt,,2,3,4.5,,2,249,1,21.671371,-158.0371,34:22.6
7051883,36760663,Entire home/apt,,6,10,5,,2,195,1,21.308434,-157.826443,34:20.0
9029688,12935418,Private room,,5,5,4,2,1,55,1,21.282399,-157.825145,34:13.1
4758528,2872572,Entire home/apt,,1,2,5,,3,575,6,21.335688,-158.12201,34:09.4
10248444,52676905,Entire home/apt,,4,6,5,3,0,160,2,21.272515,-157.821079,34:06.9
196129,949424,Entire home/apt,,4,10,4.5,5,1,125,,21.281341,-157.825309,33:54.6
1373228,7442275,Entire home/apt,,4,5,5,,3,650,1,21.29605,-157.691908,33:48.3
6587827,6551239,Entire home/apt,,2,20,5,4,1,121,3,21.603919,-157.900023,33:46.0
5390995,27944927,Entire home/apt,,4,0,,4,1,117,6,21.281861,-157.827649,33:42.2
4857597,22267033,Entire home/apt,,4,6,4.5,4,0,229,6,21.281751,-157.831071,33:40.0
4404744,10496350,Entire home/apt,,5,0,,,2,500,8,21.291266,-157.848207,33:31.9
9514747,45388803,Entire home/apt,,4,1,5,3,1,145,1,21.281302,-157.826611,33:16.5
8286089,3928131,Private room,,7,26,4.5,2,1,50,1,21.346015,-157.904415,33:08.8
1018955,4242548,Entire home/apt,,2,83,4.5,2,1,85,3,21.650582,-158.060292,33:05.7
7717434,34480813,Private room,,4,20,4.5,3,1,85,1,21.271398,-157.779975,33:02.4
9132775,13324117,Private room,,5,6,5,1,1,50,2,21.281857,-157.817383,32:51.1
10568471,54511702,Entire home/apt,,3,0,,4,2,175,30,21.387096,-157.713424,32:38.9
5115728,770461,Entire home/apt,,2,13,4.5,2,1,85,1,21.661608,-158.05247,32:33.1
1013761,2700224,Entire home/apt,,4,16,5,2,1,90,25,21.281709,-157.828918,32:29.9
3192644,461037,Entire home/apt,,2,1,2,,3,360,4,21.602214,-157.898415,32:19.3
3093258,9165402,Entire home/apt,,1,8,5,3,0,125,10,21.479601,-158.223895,32:08.1
6811731,9972944,Private room,,4,3,5,2,1,85,90,21.274623,-157.818199,32:01.3
10272035,26088078,Entire home/apt,,6,9,4.5,3,2,115,2,21.30664,-157.847883,31:50.7
10285035,37686409,Entire home/apt,,4,4,2.5,4,1,169,1,21.28482,-157.838516,31:48.0
6992581,36178292,Entire home/apt,,4,0,,5,1,145,3,21.273993,-157.822198,31:44.6
519979,958466,Entire home/apt,,2,1,5,,4,295,7,21.651223,-158.05405,31:38.7
6750341,34946956,Entire home/apt,,4,1,4,2,1,120,2,21.276941,-157.824634,31:32.8
1014157,361961,Entire home/apt,,1,32,5,4,1,135,7,21.458306,-158.201616,31:30.4
4765796,12622337,Entire home/apt,,4,18,4.5,3,1,142,2,21.273977,-157.821522,31:27.0
6704906,34946956,Entire home/apt,,4,4,4,2,1,125,2,21.276562,-157.825312,31:23.0
10863045,46105904,Entire home/apt,,4,0,,,5,3500,6,21.258159,-157.799253,31:18.7
4501654,6152329,Entire home/apt,,4,0,,,3,2600,5,21.279987,-157.83177,31:15.9
279191,1456277,Private room,,5,43,5,1,1,59,7,21.298334,-157.791634,31:13.3
2011032,9976338,Entire home/apt,,2,48,4.5,5,2,150,1,21.621632,-157.916457,31:10.0
8137288,42803266,Private room,,4,30,4.5,2,1,76,1,21.273754,-157.809411,31:07.7
5143849,25846886,Entire home/apt,,2,0,,,3,239,1,21.595986,-157.896342,31:01.0
7003169,36714186,Private room,,3,8,4,2,1,85,4,21.383528,-157.730159,30:59.2
7475910,26482762,Entire home/apt,,4,1,,2,1,119,2,21.285219,-157.830464,30:56.2
197959,965391,Entire home/apt,,4,57,4.5,4,0,145,4,21.288465,-157.841101,30:50.6
1352148,7338403,Entire home/apt,,2,39,4.5,,3,199,3,21.553221,-157.851558,30:38.4
2857689,1457947,Entire home/apt,,1,1,,2,1,139,10,21.461982,-158.212044,30:32.4
229954,1201408,Entire home/apt,,2,16,5,,3,499,5,21.606768,-157.90846,30:27.9
1578534,8390288,Entire home/apt,,2,15,5,4,0,130,3,21.650679,-158.051225,30:23.6
7828257,21302839,Entire home/apt,,4,18,5,4,1,180,1,21.275775,-157.820974,30:14.4
5673582,29417584,Private room,,3,4,4.5,2,1,103,2,21.394068,-157.733337,30:04.6
4758288,9797360,Entire home/apt,,4,14,5,,2,215,3,21.278043,-157.822727,30:01.6
1661603,8804372,Entire home/apt,,5,17,4,4,2,145,1,21.280678,-157.805398,29:55.1
23639,93320,Entire home/apt,,2,7,5,,3,435,5,21.639555,-158.062341,29:44.1
1129061,6194110,Entire home/apt,,4,18,4.5,3,0,135,2,21.285717,-157.838569,29:38.8
11090066,55024463,Entire home/apt,,4,0,,5,2,239,1,21.2891,-157.756603,29:26.3
2710849,13874456,Entire home/apt,,2,61,4.5,2,0,100,2,21.681467,-158.028587,29:19.0
8685215,26591491,Entire home/apt,,4,0,,2,0,145,3,21.282421,-157.826416,29:15.5
6562300,26932991,Entire home/apt,,4,52,5,2,0,119,1,21.280475,-157.826139,29:13.0
6613434,33123363,Private room,,5,11,4,2,1,69,1,21.297347,-157.842292,29:07.6
8798680,29653793,Private room,,4,29,5,2,1,98,2,21.27716,-157.810012,26:27.7
9095685,1191923,Entire home/apt,,2,0,,,5,795,4,21.61669,-158.088306,26:24.6
3882386,20072780,Entire home/apt,,4,12,4.5,4,1,140,7,21.280435,-157.826071,26:16.8
9776164,5002956,Private room,,4,1,5,1,1,69,1,21.296731,-157.704887,26:11.6
2326602,5424310,Entire home/apt,,8,54,5,3,1,108,3,21.390361,-157.941619,26:07.9
6556134,34288091,Entire home/apt,,1,2,5,,6,620,3,21.469203,-158.209228,26:02.7
6800601,34946956,Entire home/apt,,4,1,4,2,1,125,2,21.277878,-157.824887,25:57.8
10255334,52640172,Private room,,4,1,5,2,1,128,1,21.272619,-157.810899,25:44.2
10347659,25846886,Entire home/apt,,2,1,4,,4,1000,,21.647347,-157.923342,25:42.7
789456,4049989,Entire home/apt,,4,1,5,1,1,165,3,21.283609,-157.837713,25:37.2
2619024,13412580,Entire home/apt,,4,11,5,5,2,249,3,21.277054,-157.823222,25:29.3
6676900,10496350,Entire home/apt,,4,1,5,,5,1050,14,21.272657,-157.782228,25:25.5
1832582,8031844,Entire home/apt,,4,110,4.5,2,0,104,3,21.279265,-157.82447,25:19.7
8018220,36232034,Entire home/apt,,3,31,5,3,1,175,1,21.392537,-157.71784,25:11.9
9075693,31115693,Private room,,3,2,4.5,2,1,80,1,21.400263,-157.785526,24:51.1
673327,1866267,Entire home/apt,,2,3,5,4,1,359,2,21.638965,-157.919416,24:48.6
6095863,25809048,Entire home/apt,,4,35,5,4,0,96,1,21.286204,-157.831854,24:35.0
4258376,1740542,Entire home/apt,,4,33,4,2,0,109,2,21.280568,-157.824378,24:33.1
6942861,36406422,Entire home/apt,,2,9,5,5,0,99,3,21.646042,-158.051032,24:18.6
7899218,41649428,Private room,,4,1,,2,1,95,1,21.284445,-157.70298,24:09.1
10679319,45388803,Entire home/apt,,4,0,,2,0,89,1,21.287436,-157.832153,24:01.2
1346576,7054805,Entire home/apt,,4,13,4.5,4,0,209,2,21.290334,-157.847549,23:59.1
4863016,10212153,Entire home/apt,,3,7,5,2,1,195,2,21.399505,-157.750468,23:51.9
295520,1456277,Private room,,5,36,5,2,1,69,7,21.299745,-157.791983,23:46.5
1975815,7442275,Entire home/apt,,4,2,,,2,389,2,21.291085,-157.839855,23:43.3
6248353,32436063,Entire home/apt,,5,3,4,2,1,90,3,21.301564,-157.833104,23:41.4
946049,5126451,Entire home/apt,,2,79,4.5,2,1,147,3,21.626055,-158.075723,23:37.6
2236758,11346500,Entire home/apt,,1,1,5,4,1,215,5,21.463089,-158.21197,23:22.4
331910,1671879,Entire home/apt,,4,36,4,4,0,135,3,21.281605,-157.826745,23:07.8
178607,706371,Entire home/apt,,4,9,4.5,4,,149,3,21.290923,-157.840697,22:57.0
2441489,706371,Entire home/apt,,4,2,4.5,4,0,150,3,21.291231,-157.840534,22:51.0
7460571,26333323,Entire home/apt,,5,6,4.5,,2,230,5,21.286954,-157.823211,22:47.5
1949136,10065007,Private room,,4,1,5,2,1,100,1,21.258386,-157.817491,22:31.6
10999124,11763720,Entire home/apt,,4,3,4.5,2,0,80,1,21.276539,-157.824042,22:25.0
10578580,308899,Entire home/apt,,4,4,5,2,0,103,3,21.295606,-157.785775,22:22.1
8473997,43793840,Entire home/apt,,4,11,4.5,4,0,105,1,21.276309,-157.824544,22:11.8
8427787,42536781,Entire home/apt,,4,7,4.5,,3,325,3,21.288462,-157.791468,22:09.1
6818259,35637303,Entire home/apt,,4,2,4,5,1,195,3,21.274358,-157.821597,22:01.8
11224092,58485617,Entire home/apt,,3,0,,,9,1295,5,21.397187,-157.729842,21:55.0
6665571,33380091,Entire home/apt,,4,0,,3,1,190,1,21.274975,-157.820588,21:41.2
4416745,12622337,Entire home/apt,,4,20,5,,2,251,3,21.273631,-157.819771,21:38.4
2936997,740644,Entire home/apt,,4,74,5,2,0,125,1,21.285662,-157.83347,21:34.3
9742992,12138629,Private room,,9,7,4.5,2,1,38,2,21.339509,-158.027575,21:24.7
6855111,7338403,Private room,,2,9,4.5,2,1,98,1,21.555781,-157.854259,21:22.6
969607,4201037,Entire home/apt,,4,57,4.5,2,1,130,2,21.280531,-157.828193,21:00.8
5755818,29164377,Entire home/apt,,4,0,,,5,3134,7,21.296923,-157.701001,20:44.0
3680726,4178827,Entire home/apt,,5,57,4,,2,125,1,21.309591,-157.812404,20:41.4
710538,3644514,Private room,,6,17,5,2,1,58,12,21.32883,-157.847211,20:36.5
6958536,15740862,Private room,,1,34,5,2,1,70,1,21.317466,-158.033289,20:32.8
5781709,4088632,Entire home/apt,,4,39,4.5,3,0,105,2,21.283994,-157.797966,20:30.0
196758,958466,Entire home/apt,,2,79,5,4,0,135,4,21.651488,-158.055271,20:16.5
6144008,24423301,Entire home/apt,,5,0,,3,0,110,3,21.294232,-157.841082,20:10.1
6714637,4384556,Entire home/apt,,4,21,5,,4,459,1,21.270359,-157.815265,20:06.7
3961051,14040,Entire home/apt,,7,48,4.5,2,0,79,3,21.353242,-157.921233,20:03.2
8650938,45468059,Private room,,9,2,5,2,1,59,2,21.435084,-158.014732,20:01.0
4583439,968664,Entire home/apt,,3,14,5,4,1,130,3,21.420952,-157.75249,19:56.8
7684483,33123363,Private room,,5,21,4,2,1,59,1,21.295671,-157.843605,19:53.0
609772,676697,Entire home/apt,,4,3,3,5,2,140,30,21.278572,-157.824472,19:47.9
164963,770461,Entire home/apt,,2,31,4.5,,2,400,2,21.662393,-158.052077,19:44.2
8579868,10496350,Entire home/apt,,4,0,,,5,1025,7,21.300034,-157.676472,19:34.5
9255450,4183111,Entire home/apt,,4,0,,2,0,210,4,21.279853,-157.830536,19:30.5
6705852,34946956,Entire home/apt,,4,1,5,2,1,125,2,21.278446,-157.82458,19:28.1
4403646,22857543,Private room,,4,22,5,2,1,65,3,21.281741,-157.793252,19:26.6
7040306,16759150,Shared room,,4,39,4.5,2,1,57,1,21.27925,-157.823795,19:19.8
5641861,18268146,Entire home/apt,,3,3,5,2,1,120,7,21.403498,-157.742341,19:16.9
1925767,9976338,Entire home/apt,,2,15,5,,4,450,1,21.621371,-157.916306,19:13.6
11187045,27138715,Entire home/apt,,4,1,5,2,0,75,3,21.276254,-157.82362,18:53.8
9992029,51335004,Entire home/apt,,2,2,5,,4,485,4,21.581423,-158.12482,18:51.5
10120955,48618586,Entire home/apt,,1,0,,,5,542,,21.414025,-158.177787,18:44.3
3829376,12622337,Entire home/apt,,4,36,4.5,,2,225,2,21.284724,-157.830886,18:40.7
8657935,26591491,Entire home/apt,,4,0,,4,0,140,3,21.280202,-157.825306,18:30.1
8942761,33048709,Entire home/apt,,4,4,5,2,1,115,3,21.28617,-157.839639,18:27.3
9107318,44201399,Entire home/apt,,2,0,,,5,1468,,21.66457,-158.051253,18:21.5
